"TIME","GEO","S_ADJ","AGE","UNIT","SEX","Value","Flag"
"2009-07-01","Turkey","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","22.8",""
"2009-07-01","USA","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","17.9",""
"2009-07-01","Japan","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","10.0",""
"2009-08-01","EU-28","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","20.9",""
"2009-08-01","Belgium","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","22.3",""
"2009-08-01","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","16.1",""
"2009-08-01","Czech Republic","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","17.7",""
"2009-08-01","Denmark","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","11.3",""
"2009-08-01","Germany","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","11.4",""
"2009-08-01","Estonia","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","31.4",""
"2009-08-01","Ireland","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","25.4",""
"2009-08-01","Greece","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","25.0",""
"2009-08-01","Spain","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","39.6",""
"2009-08-01","France","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","23.7",""
"2009-08-01","Croatia","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","23.5",""
"2009-08-01","Italy","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","25.7",""
"2009-08-01","Cyprus","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","16.3",""
"2009-08-01","Latvia","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","36.0",""
"2009-08-01","Lithuania","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","32.1",""
"2009-08-01","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","16.3",""
"2009-08-01","Hungary","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","26.8",""
"2009-08-01","Malta","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","13.8",""
"2009-08-01","Netherlands","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","10.5",""
"2009-08-01","Austria","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","10.8",""
"2009-08-01","Poland","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","22.2",""
"2009-08-01","Portugal","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","24.7",""
"2009-08-01","Romania","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","20.3",""
"2009-08-01","Slovenia","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","14.1",""
"2009-08-01","Slovakia","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","28.4",""
"2009-08-01","Finland","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","21.3",""
"2009-08-01","Sweden","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","27.8",""
"2009-08-01","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","19.9",""
"2009-08-01","Iceland","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","16.3",""
"2009-08-01","Norway","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","9.7",""
"2009-08-01","Turkey","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","22.3",""
"2009-08-01","USA","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","18.1",""
"2009-08-01","Japan","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","9.3",""
"2009-09-01","EU-28","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","21.1",""
"2009-09-01","Belgium","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","22.3",""
"2009-09-01","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","16.6",""
"2009-09-01","Czech Republic","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","19.1",""
"2009-09-01","Denmark","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","12.3",""
"2009-09-01","Germany","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","11.4",""
"2009-09-01","Estonia","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","30.4",""
"2009-09-01","Ireland","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","26.1",""
"2009-09-01","Greece","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","26.3",""
"2009-09-01","Spain","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","40.0",""
"2009-09-01","France","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","23.8",""
"2009-09-01","Croatia","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","23.5",""
"2009-09-01","Italy","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","26.4",""
"2009-09-01","Cyprus","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","16.3",""
"2009-09-01","Latvia","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","37.0",""
"2009-09-01","Lithuania","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","32.6",""
"2009-09-01","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","15.6",""
"2009-09-01","Hungary","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","27.2",""
"2009-09-01","Malta","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","14.4",""
"2009-09-01","Netherlands","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","10.8",""
"2009-09-01","Austria","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","10.7",""
"2009-09-01","Poland","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","22.5",""
"2009-09-01","Portugal","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","25.1",""
"2009-09-01","Romania","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","20.3",""
"2009-09-01","Slovenia","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","14.1",""
"2009-09-01","Slovakia","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","29.8",""
